age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,cluster,pca_1,pca_2
30,management,single,tertiary,no,1541,no,no,cellular,18,aug,471,8,-1,0,unknown,yes,1,0.6224504469157449,-2.423437846576895
54,blue-collar,married,secondary,no,548,no,no,cellular,18,aug,520,7,-1,0,unknown,yes,1,0.886540232712176,-0.9054212284431399
31,management,divorced,tertiary,no,254,no,no,cellular,18,aug,1576,8,-1,0,unknown,yes,1,0.9612649158877915,-1.548355649570985
46,technician,single,tertiary,no,4414,no,no,cellular,18,aug,504,7,-1,0,unknown,yes,1,0.506591897402374,-2.8740444610025944
61,management,married,secondary,no,985,no,no,cellular,18,aug,998,6,-1,0,unknown,yes,1,0.848523435092173,-1.1479438928690402
58,retired,married,primary,no,1241,no,no,cellular,18,aug,194,2,-1,0,unknown,yes,1,0.6810477264122738,-0.7108213177765735
38,technician,single,secondary,no,3278,no,no,cellular,19,aug,645,14,-1,0,unknown,yes,1,0.962573581317803,-2.614808648128723
49,technician,married,secondary,no,412,no,no,cellular,19,aug,1293,8,-1,0,unknown,yes,1,0.905958047983046,-1.8502773174684706
43,management,single,tertiary,no,483,no,no,cellular,19,aug,950,6,-1,0,unknown,yes,1,0.6142209410439374,-2.2184390819844086
52,management,married,tertiary,no,7135,no,no,cellular,19,aug,1032,3,-1,0,unknown,yes,1,0.5231684760358033,-1.8598994144553926
33,self-employed,single,tertiary,no,61,no,no,cellular,19,aug,836,3,-1,0,unknown,yes,1,0.4308588414084843,-2.4466068020304537
33,management,married,tertiary,no,1412,yes,no,unknown,19,aug,480,1,-1,0,unknown,yes,2,1.148245921581088,0.08211365612091179
53,management,married,tertiary,no,15,no,no,cellular,20,aug,921,2,-1,0,unknown,yes,1,0.5738881730000004,-1.6054065044234502
40,admin.,single,tertiary,no,27,no,no,cellular,20,aug,467,2,-1,0,unknown,yes,1,0.4486712220354235,-1.712981720565622
44,self-employed,married,tertiary,no,1196,no,no,cellular,20,aug,552,5,-1,0,unknown,yes,1,0.6299429908717121,-2.026670664342269
42,technician,divorced,secondary,no,19,no,no,cellular,20,aug,875,4,-1,0,unknown,yes,1,0.8058777193696639,-1.4106511930445955
33,management,single,tertiary,no,432,no,no,telephone,20,aug,588,6,-1,0,unknown,yes,1,0.9220653943360643,-1.8454470936390883
53,technician,married,tertiary,no,988,no,no,cellular,20,aug,1408,5,-1,0,unknown,yes,1,0.6810261411988064,-2.2517017693898356
60,admin.,married,tertiary,no,1614,no,no,cellular,20,aug,921,6,-1,0,unknown,yes,1,0.7982122323544489,-1.2540060219268039
33,technician,single,secondary,no,163,yes,no,cellular,20,aug,627,2,-1,0,unknown,yes,1,0.4819959943913359,-1.3431799775139242
37,technician,married,tertiary,no,247,no,no,cellular,20,aug,625,6,-1,0,unknown,yes,1,0.6480389032086303,-2.4154128920359
45,admin.,married,secondary,no,236,no,no,cellular,20,aug,703,2,-1,0,unknown,yes,1,0.6928567079953798,-0.7724373158336325
34,technician,single,secondary,no,666,no,no,cellular,21,aug,1503,2,-1,0,unknown,yes,1,0.5238831227794243,-2.287932277552358
56,technician,married,tertiary,no,73,no,no,cellular,21,aug,644,4,-1,0,unknown,yes,1,0.6002097916082526,-2.181351510899022
57,technician,divorced,tertiary,no,96,no,no,cellular,21,aug,913,4,-1,0,unknown,yes,1,0.7385317408761104,-1.7616855036565682
32,management,single,tertiary,no,46,no,no,cellular,21,aug,788,6,-1,0,unknown,yes,1,0.6119737940598318,-2.3361745579935533
50,services,married,secondary,no,1501,no,no,cellular,21,aug,946,4,-1,0,unknown,yes,1,0.7250816535529344,-1.5820859465472332
30,services,single,tertiary,no,-477,no,yes,cellular,21,aug,1532,2,-1,0,unknown,yes,1,0.6070553421558939,-2.050602238408462
56,admin.,married,secondary,no,1694,no,no,cellular,21,aug,793,10,-1,0,unknown,yes,1,1.0828076963923499,-0.920569852060888
55,blue-collar,married,secondary,no,196,no,no,cellular,21,aug,81,1,-1,0,unknown,yes,1,0.6113373088308642,-0.7685171576288514
34,self-employed,single,tertiary,no,462,no,no,cellular,21,aug,1877,3,-1,0,unknown,yes,1,0.5348514653218286,-2.466756739064824
52,management,married,tertiary,no,1227,no,no,cellular,22,aug,1123,4,-1,0,unknown,yes,1,0.6888213305641596,-1.7254307007440168
32,management,single,tertiary,no,522,no,no,cellular,22,aug,576,2,-1,0,unknown,yes,1,0.41334075020354266,-2.2633989010096025
31,self-employed,married,tertiary,no,94,no,no,cellular,22,aug,579,2,-1,0,unknown,yes,1,0.5088301174874739,-2.066949860669035
44,technician,married,secondary,no,267,no,no,cellular,22,aug,520,2,-1,0,unknown,yes,1,0.5912476238670498,-1.7812913076712158
33,management,married,tertiary,no,4570,no,no,cellular,22,aug,1258,2,-1,0,unknown,yes,1,0.5325410786335554,-1.9724315806326147
53,blue-collar,married,secondary,no,25,no,no,cellular,22,aug,528,2,-1,0,unknown,yes,1,0.7048497440623592,-0.8167543340463485
46,management,single,tertiary,no,0,no,no,cellular,22,aug,686,2,-1,0,unknown,yes,1,0.4514199618039669,-2.1065926613202866
46,entrepreneur,married,tertiary,no,1920,no,no,cellular,22,aug,604,6,-1,0,unknown,yes,1,0.7449310666253264,-1.643143914815922
59,admin.,married,secondary,no,1575,yes,no,cellular,22,aug,1241,11,-1,0,unknown,yes,1,1.219609220624073,0.010702067379546262
51,unemployed,married,secondary,no,234,no,no,cellular,22,aug,735,1,-1,0,unknown,yes,1,0.5618053802504052,-1.7929667248940535
57,retired,married,primary,no,3518,yes,no,cellular,25,aug,626,3,-1,0,unknown,yes,1,0.8469058784453767,0.03786029960625722
43,technician,married,secondary,no,136,no,no,cellular,25,aug,363,7,-1,0,unknown,yes,1,0.8457082945387117,-1.945156222768158
48,management,single,tertiary,no,830,no,no,cellular,25,aug,961,4,-1,0,unknown,yes,1,0.5934521317694309,-2.1948733900369195
33,housemaid,married,primary,no,2054,no,no,cellular,25,aug,472,6,-1,0,unknown,yes,1,0.9431651363074494,-0.9439386578545459
59,blue-collar,married,primary,no,-546,no,no,cellular,25,aug,1152,6,-1,0,unknown,yes,1,1.097967103898951,-0.3810108799737464
58,blue-collar,married,primary,no,5188,yes,no,cellular,25,aug,606,6,-1,0,unknown,yes,1,1.0125172370593905,0.35212197032206694
32,management,single,tertiary,no,1882,no,no,cellular,25,aug,497,5,-1,0,unknown,yes,1,0.5629645424326156,-2.415323555542638
44,management,married,tertiary,no,792,no,no,cellular,25,aug,630,7,-1,0,unknown,yes,1,0.8155038936008506,-1.900624127263769
47,blue-collar,married,unknown,yes,162,no,no,cellular,25,aug,366,3,-1,0,unknown,yes,3,1.0473168701077287,-1.517170847499085
34,technician,married,secondary,no,1035,no,no,cellular,25,aug,1374,10,-1,0,unknown,yes,1,1.0419372203104047,-2.1344674256984284
51,retired,married,tertiary,no,746,no,no,cellular,25,aug,372,5,-1,0,unknown,yes,1,0.7010240398953598,-1.888958064854274
60,unknown,married,unknown,no,17297,no,no,cellular,26,aug,664,11,-1,0,unknown,yes,1,0.6367423755728786,-3.63302433427344
46,admin.,married,secondary,no,22,no,no,cellular,26,aug,388,6,-1,0,unknown,yes,1,0.9261629964784442,-0.9218976434025513
41,technician,married,tertiary,no,231,no,no,cellular,26,aug,428,2,-1,0,unknown,yes,1,0.5202478704297148,-2.3409594190403533
34,self-employed,single,secondary,no,296,no,no,cellular,27,aug,609,13,-1,0,unknown,yes,1,1.0724860096134148,-2.294640915295557
31,technician,divorced,tertiary,no,0,no,no,cellular,27,aug,581,6,-1,0,unknown,yes,1,0.832761965056562,-2.1338999469838593
37,management,married,tertiary,no,40,no,no,cellular,27,aug,1033,4,-1,0,unknown,yes,1,0.7300159036039996,-1.8908616605490374
59,retired,married,secondary,no,2396,no,no,cellular,27,aug,1040,6,-1,0,unknown,yes,1,0.9205668693072276,-1.4193093018267982
55,services,married,unknown,no,2944,no,no,cellular,27,aug,672,6,-1,0,unknown,yes,1,0.6438433233911579,-2.669731334769251
33,management,single,tertiary,no,7084,no,no,cellular,27,aug,512,8,-1,0,unknown,yes,1,0.6600671313659326,-2.670620602490914
30,technician,married,tertiary,no,569,no,no,cellular,27,aug,976,12,-1,0,unknown,yes,1,1.0205245147248987,-2.719810054044309
36,management,married,tertiary,no,0,no,no,telephone,27,aug,645,9,-1,0,unknown,yes,1,1.2715992124797613,-1.5428591887921674
44,management,married,tertiary,no,1138,no,no,cellular,27,aug,523,3,-1,0,unknown,yes,1,0.6385054322126015,-1.8340068345130005
36,technician,divorced,secondary,no,54,yes,no,cellular,27,aug,1642,3,-1,0,unknown,yes,1,0.9273227754097226,-0.5876040865749971
33,management,single,tertiary,no,2637,no,no,cellular,28,aug,583,17,-1,0,unknown,yes,1,1.1550893254784416,-2.7618898352960137
36,technician,married,secondary,no,2473,no,no,cellular,28,aug,965,4,-1,0,unknown,yes,1,0.7472807668051706,-2.0455148240527894
53,blue-collar,married,primary,no,5603,no,no,cellular,28,aug,2372,6,-1,0,unknown,yes,1,1.1413664942770085,-0.667285735417628
47,admin.,divorced,secondary,no,225,no,no,cellular,28,aug,1126,4,-1,0,unknown,yes,1,1.029889866620661,-0.47769355238260813
39,management,married,tertiary,no,-17,yes,yes,cellular,28,aug,908,1,-1,0,unknown,yes,1,0.7841461857232579,-0.36366068945339824
35,technician,single,secondary,no,3490,yes,no,cellular,29,aug,643,2,-1,0,unknown,yes,1,0.5450647943693906,-1.5285764776848767
32,management,single,tertiary,no,769,no,no,cellular,29,aug,695,2,-1,0,unknown,yes,1,0.4993341528194801,-2.3467227149964205
46,technician,divorced,secondary,no,-90,no,yes,telephone,17,oct,270,1,-1,0,unknown,yes,2,1.1268006112148,0.9791691275836076
30,self-employed,married,tertiary,no,1785,no,no,unknown,17,oct,235,1,-1,0,unknown,yes,2,1.0782954520330537,0.16044022904055244
36,self-employed,single,tertiary,no,-103,yes,yes,telephone,17,oct,3253,1,-1,0,unknown,yes,2,1.0914205933376937,0.8438643850059078
47,admin.,divorced,secondary,no,555,yes,yes,telephone,17,oct,478,1,-1,0,unknown,yes,2,1.280241979287531,2.875951726172821
52,technician,married,secondary,no,5303,yes,no,unknown,19,oct,133,1,-1,0,unknown,yes,2,1.1862754618957114,1.3368014286889076
43,management,married,tertiary,no,1258,no,no,unknown,20,oct,312,1,-1,0,unknown,yes,2,1.1701070226761996,0.4915660064166908
44,technician,single,secondary,no,1679,no,no,telephone,20,oct,718,1,-1,0,unknown,yes,1,0.78794000853001,-0.4576282581257466
30,blue-collar,married,secondary,no,1664,yes,no,telephone,20,oct,2016,1,-1,0,unknown,yes,2,1.118293836132022,1.6168721484679445
32,admin.,married,secondary,no,8749,yes,yes,unknown,21,oct,294,1,-1,0,unknown,yes,2,1.405458415603077,2.490821052161085
42,admin.,single,secondary,no,-247,yes,yes,telephone,21,oct,519,1,166,1,other,yes,0,-1.120637507220742,2.471690659014629
33,services,married,secondary,no,3444,yes,no,telephone,21,oct,144,1,91,4,failure,yes,0,-2.1428064167104917,1.5474687608088176
45,admin.,married,secondary,no,5346,yes,yes,unknown,21,oct,187,1,-1,0,unknown,yes,2,1.4620498787074334,2.730134326240888
45,blue-collar,married,secondary,no,1144,yes,no,unknown,22,oct,676,1,-1,0,unknown,yes,2,1.4035875944442398,2.238876568067818
28,student,single,secondary,no,2351,no,no,telephone,22,oct,157,1,-1,0,unknown,yes,2,0.7425670799792771,-0.5544764051283066
32,technician,single,tertiary,no,5514,no,no,telephone,22,oct,181,1,-1,0,unknown,yes,1,0.59280114477718,-1.2127081361368233
28,self-employed,married,secondary,no,123,no,yes,telephone,22,oct,313,1,-1,0,unknown,yes,2,1.076422778861634,0.6549206470049276
44,admin.,divorced,primary,no,429,yes,no,telephone,23,oct,80,1,-1,0,unknown,yes,2,1.264518014577521,2.760209579722073
51,entrepreneur,married,tertiary,no,5254,yes,no,unknown,23,oct,134,1,-1,0,unknown,yes,2,1.2097484979713544,1.5565381670230412
56,technician,married,secondary,no,589,yes,no,unknown,23,oct,518,1,147,2,success,yes,2,-0.42316836437090305,1.8682106468560982
40,technician,divorced,tertiary,no,568,yes,no,unknown,24,oct,112,1,-1,0,unknown,yes,2,1.2948757925373282,1.238636201331029
49,admin.,married,secondary,no,10250,yes,no,telephone,24,oct,97,1,-1,0,unknown,yes,2,0.9366043498741597,1.5842921225738218
50,management,single,tertiary,no,3537,no,no,unknown,24,oct,305,1,-1,0,unknown,yes,2,1.0811123525087944,0.0347281041897246
58,admin.,divorced,secondary,no,1947,no,no,telephone,26,oct,228,1,-1,0,unknown,yes,2,1.1724263895955116,1.3999033564567973
37,admin.,married,secondary,no,1967,no,no,telephone,27,oct,376,1,-1,0,unknown,yes,2,1.0471376152578817,0.7706964187741566
27,entrepreneur,married,secondary,no,2329,no,no,telephone,27,oct,131,1,-1,0,unknown,yes,2,0.982633292612812,0.44155405137974824
47,management,divorced,tertiary,no,12026,yes,no,telephone,27,oct,251,1,-1,0,unknown,yes,2,0.9194772409502442,0.9634944930448381
39,admin.,married,secondary,no,1757,no,no,telephone,28,oct,125,1,-1,0,unknown,yes,2,1.0439519017268888,0.7854856821500379
43,management,married,secondary,no,107,yes,yes,telephone,28,oct,135,1,-1,0,unknown,yes,2,1.2139240003590646,1.8871780768214417
34,technician,married,secondary,no,1012,yes,yes,telephone,28,oct,540,1,-1,0,unknown,yes,2,1.1611218229883502,1.2280945506471017
35,management,divorced,tertiary,no,0,yes,no,telephone,29,oct,171,1,-1,0,unknown,yes,2,1.0744194265548284,1.2119298525173938
58,management,divorced,tertiary,no,372,no,yes,unknown,29,oct,11,1,-1,0,unknown,yes,2,1.5512817743184255,1.490537076902423
35,management,single,tertiary,no,7506,yes,no,unknown,30,oct,248,1,-1,0,unknown,yes,2,1.1046382549451759,0.6228324924513062
42,technician,divorced,secondary,no,314,yes,no,unknown,30,oct,234,1,-1,0,unknown,yes,2,1.4841464515678924,1.6895439898374607
43,retired,married,secondary,no,860,no,no,telephone,30,oct,132,1,-1,0,unknown,yes,2,1.0257066224292983,0.2908605967304864
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes,2,1.4255401532045018,1.860724118860937
35,blue-collar,single,secondary,no,3623,no,no,telephone,30,oct,160,1,-1,0,unknown,yes,2,0.911665113334731,0.14598321065091635
38,admin.,single,secondary,no,2470,no,no,telephone,31,oct,227,1,-1,0,unknown,yes,2,0.9603262194059804,0.3110799628457121
39,blue-collar,married,secondary,no,1307,yes,no,telephone,31,oct,158,1,-1,0,unknown,yes,2,1.1106411482446776,1.5907454062795554
58,retired,divorced,tertiary,no,3237,no,no,telephone,31,oct,615,1,-1,0,unknown,yes,2,1.0795723734225247,0.2764759293635698
60,management,married,tertiary,no,5041,no,no,telephone,4,nov,399,1,-1,0,unknown,yes,2,0.6268698384949868,0.08991461664774067
56,technician,married,secondary,no,6619,yes,no,telephone,4,nov,465,1,-1,0,unknown,yes,2,0.6861027915310307,0.8759401299943397
31,management,married,tertiary,no,1331,no,no,unknown,5,nov,268,1,-1,0,unknown,yes,2,0.9713819597962785,0.3933770237125213
37,services,married,secondary,no,1970,yes,no,telephone,5,nov,253,1,-1,0,unknown,yes,2,0.734842096957934,1.0424958172132646
59,retired,divorced,secondary,no,1026,no,no,unknown,5,nov,669,1,-1,0,unknown,yes,2,1.260401537953307,1.4719424092045268
49,management,married,secondary,no,249,no,no,telephone,6,nov,234,1,-1,0,unknown,yes,2,0.7861698304658898,0.6006009155307587
30,management,single,tertiary,no,12857,yes,no,cellular,6,nov,150,1,-1,0,unknown,yes,1,0.05862538880579781,-0.44618507721085526
31,technician,single,tertiary,no,2807,no,no,unknown,8,nov,154,1,-1,0,unknown,yes,2,0.8020397320133831,-0.6386595435758194
40,blue-collar,married,secondary,no,5060,no,no,unknown,9,nov,299,1,-1,0,unknown,yes,2,1.1251620389195993,1.1312463575668836
43,admin.,married,secondary,no,2271,no,no,telephone,10,nov,524,1,-1,0,unknown,yes,2,0.8669375460889198,0.8667531010808491
48,management,married,tertiary,no,1,no,no,telephone,10,nov,248,1,-1,0,unknown,yes,2,0.729780704540001,0.0681854958231228
34,management,married,tertiary,no,676,no,no,telephone,11,nov,486,1,-1,0,unknown,yes,2,0.7294506362720127,-0.10289015633444469
28,self-employed,single,tertiary,no,160,no,no,unknown,11,nov,158,1,-1,0,unknown,yes,2,0.9022179306255363,-0.2900459235638799
34,admin.,married,tertiary,no,899,yes,no,unknown,12,nov,114,1,170,3,failure,yes,0,-2.0992030223220226,2.4102421108070775
47,blue-collar,married,secondary,no,1230,yes,no,telephone,12,nov,378,1,-1,0,unknown,yes,2,0.9217738859731454,1.7410530892627842
59,housemaid,married,tertiary,no,0,no,no,telephone,13,nov,494,1,-1,0,unknown,yes,2,0.8133670398112539,0.2547023995284864
32,blue-collar,single,tertiary,no,700,no,no,unknown,13,nov,90,1,-1,0,unknown,yes,2,0.9783293579095564,0.25220846275984443
31,entrepreneur,single,secondary,no,0,no,no,telephone,13,nov,160,1,-1,0,unknown,yes,2,0.7430958044558532,0.16077194550588064
27,student,single,secondary,no,67,no,no,telephone,14,nov,239,1,-1,0,unknown,yes,1,0.6820645141667437,-0.5419975524039459
35,unemployed,single,secondary,no,127,yes,no,telephone,14,nov,162,1,-1,0,unknown,yes,2,0.6997853877757929,0.25002089352256834
32,blue-collar,married,secondary,no,2089,yes,no,cellular,14,nov,132,1,-1,0,unknown,yes,2,0.5480582955111157,1.057769881609279
57,blue-collar,married,unknown,no,3585,no,no,telephone,14,nov,172,1,-1,0,unknown,yes,1,0.6674540454769198,-0.16416436748197843
58,management,married,tertiary,no,4152,yes,no,telephone,14,nov,160,1,-1,0,unknown,yes,2,0.7654045784642723,0.9208461398514749
30,technician,single,secondary,no,816,yes,no,unknown,14,nov,179,1,-1,0,unknown,yes,2,1.0373647184465205,0.7696790996576331
37,management,married,secondary,no,5447,yes,yes,cellular,17,nov,1789,1,-1,0,unknown,yes,2,0.7983638279544906,1.1587293127210145
44,technician,divorced,secondary,no,275,no,no,cellular,17,nov,1077,1,-1,0,unknown,yes,1,0.685804750011176,-0.18145864349337903
57,blue-collar,married,secondary,no,1540,yes,no,cellular,17,nov,564,1,-1,0,unknown,yes,2,0.6643330560927166,1.2938889512575416
34,blue-collar,married,secondary,no,751,yes,yes,cellular,17,nov,1303,1,-1,0,unknown,yes,2,0.8513666043673443,1.60413452145014
54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,unknown,yes,1,0.4737426322201458,-1.0388876449869486
55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,unknown,yes,2,0.7829034624640732,1.352919901931836
59,management,married,tertiary,no,1783,no,yes,cellular,17,nov,540,2,-1,0,unknown,yes,1,0.6855304379589696,0.04748842906183983
53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes,0,-1.0137945953144036,-0.3006579680708542
37,technician,married,secondary,no,5115,yes,no,cellular,17,nov,1210,2,171,4,failure,yes,0,-2.853889374041383,0.8157408837738823
45,entrepreneur,married,secondary,no,781,no,yes,cellular,17,nov,652,2,126,2,failure,yes,0,-1.9834215068142205,1.2352214258649852
49,technician,single,secondary,no,-188,yes,yes,cellular,17,nov,454,1,-1,0,unknown,yes,2,0.607702334255326,0.5038978609005924
31,blue-collar,single,tertiary,no,761,no,no,telephone,18,nov,514,2,-1,0,unknown,yes,2,0.7727043501199896,-0.3203593203598038
31,admin.,single,secondary,no,19,yes,no,cellular,18,nov,1978,1,-1,0,unknown,yes,2,0.6665575939140627,0.7787924378993625
35,technician,married,secondary,no,4508,yes,no,cellular,18,nov,854,1,-1,0,unknown,yes,2,0.5299700789002925,0.10199353588977803
37,entrepreneur,divorced,tertiary,no,66,no,no,cellular,18,nov,1164,2,-1,0,unknown,yes,1,0.7213880846369444,-0.008391039324282982
48,management,married,tertiary,no,2266,no,no,cellular,18,nov,676,1,-1,0,unknown,yes,1,0.48461747757692364,-0.5733796737886903
39,technician,single,secondary,no,4646,yes,no,cellular,18,nov,486,1,-1,0,unknown,yes,1,0.3894044417318696,-0.27354159646596143
34,management,single,tertiary,no,1494,yes,no,cellular,18,nov,596,1,182,1,other,yes,0,-1.9180220302992366,0.33492977775784794
49,management,married,tertiary,no,1050,yes,no,cellular,18,nov,924,1,-1,0,unknown,yes,2,0.5583440295765503,0.40849829701504414
41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,-1,0,unknown,yes,2,0.6504285488208409,0.31278310721744124
46,management,married,secondary,no,0,no,no,cellular,18,nov,1855,1,-1,0,unknown,yes,1,0.7120204663571997,-0.02742601673866223
54,management,divorced,tertiary,no,2171,yes,yes,telephone,18,nov,1034,1,-1,0,unknown,yes,2,1.1698243709101568,1.8254576664373248
38,technician,married,tertiary,no,3234,no,no,cellular,18,nov,578,2,-1,0,unknown,yes,1,0.4349668540826846,-1.2716609049985435
39,entrepreneur,married,secondary,no,11887,no,no,cellular,18,nov,1181,2,-1,0,unknown,yes,1,0.5603769377075347,-0.2937431996282951
46,management,married,tertiary,no,0,no,no,cellular,18,nov,716,2,110,3,other,yes,0,-1.7844087156622663,-0.05163164400354813
58,management,divorced,tertiary,no,5037,yes,no,cellular,18,nov,1437,2,-1,0,unknown,yes,2,0.723882644749727,0.7553658322449989
32,self-employed,single,tertiary,no,386,yes,no,cellular,18,nov,482,1,-1,0,unknown,yes,1,0.3650187355260211,-0.3672148350300653
30,admin.,married,secondary,no,8781,yes,no,cellular,18,nov,898,1,-1,0,unknown,yes,2,0.576937950112468,0.8892730988832478
51,entrepreneur,married,primary,no,538,no,no,cellular,18,nov,1122,4,-1,0,unknown,yes,1,0.9214379151555803,0.6307086328379289
30,management,single,tertiary,no,5561,yes,no,cellular,19,nov,511,1,-1,0,unknown,yes,1,0.3315198976147201,-0.3488723126501968
35,management,divorced,tertiary,no,859,yes,yes,cellular,19,nov,1554,1,-1,0,unknown,yes,2,0.8693858172251318,1.1869313797594585
30,services,single,primary,no,0,yes,yes,cellular,19,nov,686,1,-1,0,unknown,yes,2,0.7451932837614195,0.9919540710991159
30,self-employed,single,secondary,no,-617,no,yes,cellular,19,nov,925,1,-1,0,unknown,yes,1,0.6441443314725972,-0.2972436629557699
43,management,married,tertiary,no,1429,yes,no,cellular,19,nov,1015,1,198,2,other,yes,0,-2.0315423451713537,0.8869125878843797
47,management,married,unknown,no,4189,yes,no,cellular,19,nov,489,3,-1,0,unknown,yes,1,0.4784204352012911,-0.26314925933516536
51,retired,married,tertiary,no,580,no,no,cellular,19,nov,694,2,-1,0,unknown,yes,1,0.5590200436419498,-0.6329690559019756
32,services,single,secondary,no,2615,no,no,cellular,19,nov,853,1,-1,0,unknown,yes,1,0.4341636962668422,-1.001256838700182
53,unemployed,divorced,secondary,no,587,no,no,cellular,19,nov,561,1,-1,0,unknown,yes,1,0.6646985345881785,-0.23427134100464464
33,technician,single,tertiary,no,149,yes,no,cellular,19,nov,424,2,182,1,other,yes,0,-1.917690307456194,-0.20989824974535753
40,blue-collar,single,secondary,no,3,no,no,cellular,19,nov,998,1,-1,0,unknown,yes,1,0.5645909394901539,-0.18599061814461393
42,blue-collar,married,primary,no,807,yes,no,cellular,19,nov,1057,1,-1,0,unknown,yes,2,0.8176989534649893,1.6360198696652595
46,unemployed,divorced,secondary,no,3354,yes,no,cellular,19,nov,522,1,174,1,success,yes,0,-1.0376390900524035,0.910805421192706
32,self-employed,single,tertiary,no,1249,yes,no,cellular,19,nov,472,1,-1,0,unknown,yes,1,0.3642378690853774,-0.40607486981622687
38,blue-collar,married,primary,no,190,yes,no,telephone,19,nov,623,1,175,1,other,yes,0,-1.14336324950553,2.5899155824313924
32,technician,single,tertiary,no,550,no,no,cellular,19,nov,337,1,-1,0,unknown,yes,1,0.2906523819089428,-1.640548140034022
30,entrepreneur,married,secondary,no,12737,no,yes,cellular,19,nov,589,2,-1,0,unknown,yes,1,0.6509067594021077,0.08608917062205493
35,technician,married,secondary,no,0,yes,no,cellular,19,nov,644,4,-1,0,unknown,yes,2,0.723191544417749,0.16142970130218848
36,admin.,married,secondary,no,1207,yes,no,cellular,19,nov,1792,2,-1,0,unknown,yes,2,0.816793918581257,1.1626906190286457
43,self-employed,divorced,secondary,no,347,no,no,cellular,19,nov,1468,3,-1,0,unknown,yes,1,0.8669213185536088,0.06145029642046917
42,management,married,tertiary,no,3713,no,no,cellular,19,nov,709,2,-1,0,unknown,yes,1,0.5167563021274411,-0.7157225793767967
40,management,married,tertiary,no,3352,yes,no,cellular,19,nov,639,2,27,1,success,yes,2,-0.3786505613765735,0.3997052529597009
32,blue-collar,married,secondary,no,254,yes,no,cellular,19,nov,1720,3,-1,0,unknown,yes,2,0.8517459877875811,1.020074096335705
32,technician,married,tertiary,no,4654,yes,yes,cellular,20,nov,276,1,128,2,failure,yes,0,-2.260700992988657,0.6590202749987055
41,blue-collar,single,secondary,yes,-386,no,yes,cellular,20,nov,477,1,-1,0,unknown,yes,3,1.1886747442489398,0.7303215949654588
34,blue-collar,single,secondary,no,3043,yes,yes,cellular,20,nov,670,1,-1,0,unknown,yes,2,0.6886333897538439,1.085265802360641
40,services,single,secondary,no,1547,yes,no,cellular,20,nov,405,1,-1,0,unknown,yes,2,0.4716423549299118,0.031637055135925594
32,services,single,tertiary,no,945,no,no,cellular,20,nov,531,1,-1,0,unknown,yes,1,0.33652644372947194,-1.4465788413933127
32,technician,single,secondary,no,6402,yes,no,cellular,20,nov,628,1,-1,0,unknown,yes,1,0.38954155233821486,-0.4212235625035621
36,self-employed,single,secondary,no,1295,no,no,cellular,20,nov,1192,1,-1,0,unknown,yes,1,0.5088007754444698,-0.8195959294561964
45,technician,married,secondary,no,6993,yes,no,cellular,20,nov,283,1,-1,0,unknown,yes,2,0.4893816576363097,0.09681841971584418
47,self-employed,married,secondary,no,4420,yes,yes,cellular,20,nov,454,1,-1,0,unknown,yes,2,0.7290171893443681,1.0364863282387198
35,management,divorced,tertiary,no,141,no,yes,cellular,20,nov,728,1,-1,0,unknown,yes,1,0.7868261013679919,0.2643523209617493
36,services,married,secondary,no,11462,yes,no,cellular,20,nov,993,1,-1,0,unknown,yes,2,0.4982296198989009,0.08217218691864805
33,technician,married,tertiary,no,6843,no,no,cellular,20,nov,755,1,100,10,other,yes,0,-3.3693143236834944,-0.6714618401724589
30,blue-collar,married,secondary,no,501,yes,yes,cellular,20,nov,994,1,177,1,failure,yes,0,-1.9976285172172872,2.151108068114188
32,services,single,secondary,no,5806,yes,no,cellular,20,nov,1503,2,-1,0,unknown,yes,2,0.5392410525186322,-0.2062959774921116
45,entrepreneur,married,tertiary,no,20138,yes,no,cellular,20,nov,871,5,-1,0,unknown,yes,1,0.5301971372253674,-0.15536240633557047
47,services,married,secondary,no,1315,no,no,cellular,20,nov,329,4,-1,0,unknown,yes,1,0.6985897315573217,-0.4885838711673183
46,technician,married,tertiary,no,0,no,no,cellular,20,nov,531,1,167,1,failure,yes,0,-2.340655591853647,-0.48376667855651206
39,unemployed,single,tertiary,no,7,yes,no,cellular,20,nov,931,4,-1,0,unknown,yes,1,0.5325801435908581,-0.8134267475751167
30,services,married,secondary,no,3929,yes,no,cellular,20,nov,593,1,-1,0,unknown,yes,2,0.5549121480978658,0.26493108110286057
45,self-employed,married,secondary,no,7,no,no,cellular,20,nov,691,1,-1,0,unknown,yes,1,0.6142124746410977,-0.2811400675327505
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,other,yes,0,-1.2576208843732988,2.105187755173837
53,blue-collar,married,primary,no,421,yes,no,cellular,20,nov,677,1,-1,0,unknown,yes,2,0.8206021663668446,1.7455637283074783
